lexeme,cell,form,tier,slot,formative
STALK,hod.dur,y ɛ y ɛ r k i,segmental,3,ɛ
STALK,hod.dur,y ɛ y ɛ r k i,segmental,4,r
STALK,hod.dur,y ɛ y ɛ r k i,segmental,5,k
STALK,hod.dur,y ɛ y ɛ r k i,segmental,9,i
STALK,rct.dur,s w ɛ y ɛ r k,segmental,0,s
STALK,rct.dur,s w ɛ y ɛ r k,segmental,1,w
STALK,rct.dur,s w ɛ y ɛ r k,segmental,2,ɛy
STALK,rct.dur,s w ɛ y ɛ r k,segmental,3,ɛ
STALK,rct.dur,s w ɛ y ɛ r k,segmental,4,r
STALK,rct.dur,s w ɛ y ɛ r k,segmental,5,k
STALK,rmt.dur,y ɛ y ɛ r k u,segmental,1,y
STALK,rmt.dur,y ɛ y ɛ r k u,segmental,2,ɛy
STALK,rmt.dur,y ɛ y ɛ r k u,segmental,3,ɛ
STALK,rmt.dur,y ɛ y ɛ r k u,segmental,4,r
STALK,rmt.dur,y ɛ y ɛ r k u,segmental,5,k
STALK,rmt.dur,y ɛ y ɛ r k u,segmental,6,u
STALK,fut.pfv,s ə r u r u,segmental,0,s
STALK,fut.pfv,s ə r u r u,segmental,1,ər
STALK,fut.pfv,s ə r u r u,segmental,3,u
STALK,fut.pfv,s ə r u r u,segmental,4,r
STALK,fut.pfv,s ə r u r u,segmental,6,u
STALK,hod.pfv,s u r u,segmental,0,s
STALK,hod.pfv,s u r u,segmental,3,u
STALK,hod.pfv,s u r u,segmental,4,r
STALK,hod.pfv,s u r u,segmental,6,u
STALK,rct.pfv,s u r u ⁿt,segmental,0,s
STALK,rct.pfv,s u r u ⁿt,segmental,3,u
STALK,rct.pfv,s u r u ⁿt,segmental,4,r
STALK,rct.pfv,s u r u ⁿt,segmental,6,u
STALK,rct.pfv,s u r u ⁿt,segmental,7,ⁿt
STALK,rmt.pfv,s u r u ᵑk,segmental,0,s
STALK,rmt.pfv,s u r u ᵑk,segmental,3,u
STALK,rmt.pfv,s u r u ᵑk,segmental,4,r
STALK,rmt.pfv,s u r u ᵑk,segmental,6,u
STALK,rmt.pfv,s u r u ᵑk,segmental,9,ᵑk
STALK,rct.ipfv,i m ɛ r k ə ⁿt ə n ə n,segmental,2,im
STALK,rct.ipfv,i m ɛ r k ə ⁿt ə n ə n,segmental,3,ɛ
STALK,rct.ipfv,i m ɛ r k ə ⁿt ə n ə n,segmental,4,r
STALK,rct.ipfv,i m ɛ r k ə ⁿt ə n ə n,segmental,5,k
STALK,rct.ipfv,i m ɛ r k ə ⁿt ə n ə n,segmental,6,ə
STALK,rct.ipfv,i m ɛ r k ə ⁿt ə n ə n,segmental,7,ⁿt
STALK,rct.ipfv,i m ɛ r k ə ⁿt ə n ə n,segmental,8,ənə
STALK,rct.ipfv,i m ɛ r k ə ⁿt ə n ə n,segmental,9,n
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,0,s
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,1,w
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,2,ɛy
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,3,ɛ
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,4,r
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,5,k
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,6,ə
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,7,ⁿt
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,8,ənə
STALK,rmt.ipfv,s w ɛ y ɛ r k ə ⁿt ə n ə r ⁿt,segmental,9,rⁿt
TELL,fut.dur,s ə r i b ɛ ⁿt ⁿt,segmental,0,s
TELL,fut.dur,s ə r i b ɛ ⁿt ⁿt,segmental,1,ər
TELL,fut.dur,s ə r i b ɛ ⁿt ⁿt,segmental,2,ibɛⁿt
TELL,fut.dur,s ə r i b ɛ ⁿt ⁿt,segmental,5,ⁿt
TELL,prs.dur,i b ɛ ⁿt,segmental,2,ibɛⁿt
TELL,hod.dur,i b ɛ ⁿt i,segmental,2,ibɛⁿt
TELL,hod.dur,i b ɛ ⁿt i,segmental,5,i
TELL,rct.dur,s w i b ɛ ⁿt,segmental,0,s
TELL,rct.dur,s w i b ɛ ⁿt,segmental,1,w
TELL,rct.dur,s w i b ɛ ⁿt,segmental,2,ibɛⁿt
TELL,rmt.dur,i b ɛ ⁿt u,segmental,2,ibɛⁿt
TELL,rmt.dur,i b ɛ ⁿt u,segmental,5,u
TELL,fut.pfv,s ə r i b ɛ ⁿt,segmental,0,s
TELL,fut.pfv,s ə r i b ɛ ⁿt,segmental,1,ər
TELL,fut.pfv,s ə r i b ɛ ⁿt,segmental,2,ibɛⁿt
TELL,hod.pfv,s i b ɛ ⁿt,segmental,0,s
TELL,hod.pfv,s i b ɛ ⁿt,segmental,2,ibɛⁿt
TELL,rct.pfv,s i b ɛ ⁿt r o,segmental,0,s
TELL,rct.pfv,s i b ɛ ⁿt r o,segmental,2,ibɛⁿt
TELL,rct.pfv,s i b ɛ ⁿt r o,segmental,4,r
TELL,rct.pfv,s i b ɛ ⁿt r o,segmental,5,o
TELL,rmt.pfv,s i b ɛ ⁿt ə ᵑk,segmental,0,s
TELL,rmt.pfv,s i b ɛ ⁿt ə ᵑk,segmental,2,ibɛⁿt
TELL,rmt.pfv,s i b ɛ ⁿt ə ᵑk,segmental,3,ə
TELL,rmt.pfv,s i b ɛ ⁿt ə ᵑk,segmental,5,ᵑk
TELL,rct.ipfv,i b ɛ ⁿt ə n,segmental,2,ibɛⁿt
TELL,rct.ipfv,i b ɛ ⁿt ə n,segmental,3,ə
TELL,rct.ipfv,i b ɛ ⁿt ə n,segmental,5,n
TELL,rmt.ipfv,s w i b ɛ ⁿt ə r ⁿt,segmental,0,s
TELL,rmt.ipfv,s w i b ɛ ⁿt ə r ⁿt,segmental,1,w
TELL,rmt.ipfv,s w i b ɛ ⁿt ə r ⁿt,segmental,2,ibɛⁿt
TELL,rmt.ipfv,s w i b ɛ ⁿt ə r ⁿt,segmental,3,ə
TELL,rmt.ipfv,s w i b ɛ ⁿt ə r ⁿt,segmental,4,r
TELL,rmt.ipfv,s w i b ɛ ⁿt ə r ⁿt,segmental,5,ⁿt
TOUCH,fut.dur,s ə r p i n o ⁿt,segmental,0,s
TOUCH,fut.dur,s ə r p i n o ⁿt,segmental,1,ə
TOUCH,fut.dur,s ə r p i n o ⁿt,segmental,2,r
TOUCH,fut.dur,s ə r p i n o ⁿt,segmental,3,pino
TOUCH,fut.dur,s ə r p i n o ⁿt,segmental,5,ⁿt
TOUCH,prs.dur,i p i n o,segmental,2,i
TOUCH,prs.dur,i p i n o,segmental,3,pino
TOUCH,hod.dur,i p i n o i,segmental,2,i
TOUCH,hod.dur,i p i n o i,segmental,3,pino
TOUCH,hod.dur,i p i n o i,segmental,5,i
TOUCH,rct.dur,s u p i n o,segmental,0,s
TOUCH,rct.dur,s u p i n o,segmental,2,u
TOUCH,rct.dur,s u p i n o,segmental,3,pino
TOUCH,rmt.dur,i p i n o w,segmental,2,i
TOUCH,rmt.dur,i p i n o w,segmental,3,pino
TOUCH,rmt.dur,i p i n o w,segmental,5,w
TOUCH,fut.pfv,s ə r p i n o,segmental,0,s
TOUCH,fut.pfv,s ə r p i n o,segmental,1,ə
TOUCH,fut.pfv,s ə r p i n o,segmental,2,r
TOUCH,fut.pfv,s ə r p i n o,segmental,3,pino
TOUCH,hod.pfv,s ə p i n o,segmental,0,s
TOUCH,hod.pfv,s ə p i n o,segmental,1,ə
TOUCH,hod.pfv,s ə p i n o,segmental,3,pino
TOUCH,rct.pfv,s ə p i n o ⁿt,segmental,0,s
TOUCH,rct.pfv,s ə p i n o ⁿt,segmental,1,ə
TOUCH,rct.pfv,s ə p i n o ⁿt,segmental,3,pino
TOUCH,rct.pfv,s ə p i n o ⁿt,segmental,5,ⁿt
TOUCH,rmt.pfv,s ə p i n o ᵑk,segmental,0,s
TOUCH,rmt.pfv,s ə p i n o ᵑk,segmental,1,ə
TOUCH,rmt.pfv,s ə p i n o ᵑk,segmental,3,pino
TOUCH,rmt.pfv,s ə p i n o ᵑk,segmental,5,ᵑk
TOUCH,rct.ipfv,i p i n o n,segmental,2,i
TOUCH,rct.ipfv,i p i n o n,segmental,3,pino
TOUCH,rct.ipfv,i p i n o n,segmental,5,n
TOUCH,rmt.ipfv,s u p i n o r ⁿt,segmental,0,s
TOUCH,rmt.ipfv,s u p i n o r ⁿt,segmental,2,u
TOUCH,rmt.ipfv,s u p i n o r ⁿt,segmental,3,pino
TOUCH,rmt.ipfv,s u p i n o r ⁿt,segmental,4,r
TOUCH,rmt.ipfv,s u p i n o r ⁿt,segmental,5,ⁿt
WORK,fut.dur,s ə r ə r ə ⁿt,segmental,0,s
WORK,fut.dur,s ə r ə r ə ⁿt,segmental,1,ə
WORK,fut.dur,s ə r ə r ə ⁿt,segmental,2,r
WORK,fut.dur,s ə r ə r ə ⁿt,segmental,3,ə
WORK,fut.dur,s ə r ə r ə ⁿt,segmental,4,r
WORK,fut.dur,s ə r ə r ə ⁿt,segmental,5,ə
WORK,fut.dur,s ə r ə r ə ⁿt,segmental,6,ⁿt
WORK,prs.dur,i r ə,segmental,1,i
WORK,prs.dur,i r ə,segmental,2,r
WORK,prs.dur,i r ə,segmental,3,ə
WORK,hod.dur,i r i,segmental,1,i
WORK,hod.dur,i r i,segmental,2,r
WORK,hod.dur,i r i,segmental,6,i
WORK,rct.dur,s u r ə,segmental,0,s
WORK,rct.dur,s u r ə,segmental,1,u
WORK,rct.dur,s u r ə,segmental,2,r
WORK,rct.dur,s u r ə,segmental,3,ə
WORK,rmt.dur,i r u,segmental,1,i
WORK,rmt.dur,i r u,segmental,2,r
WORK,rmt.dur,i r u,segmental,6,u
WORK,fut.pfv,s ə r ə r,segmental,0,s
WORK,fut.pfv,s ə r ə r,segmental,1,ə
WORK,fut.pfv,s ə r ə r,segmental,2,r
WORK,fut.pfv,s ə r ə r,segmental,3,ə
WORK,fut.pfv,s ə r ə r,segmental,4,r
WORK,hod.pfv,s ə r ə,segmental,0,s
WORK,hod.pfv,s ə r ə,segmental,1,ə
WORK,hod.pfv,s ə r ə,segmental,2,r
WORK,hod.pfv,s ə r ə,segmental,3,ə
WORK,rct.pfv,s ə r o,segmental,0,s
WORK,rct.pfv,s ə r o,segmental,1,ə
WORK,rct.pfv,s ə r o,segmental,2,r
WORK,rct.pfv,s ə r o,segmental,6,o
WORK,rmt.pfv,s ə r ə ᵑk,segmental,0,s
WORK,rmt.pfv,s ə r ə ᵑk,segmental,1,ə
WORK,rmt.pfv,s ə r ə ᵑk,segmental,2,r
WORK,rmt.pfv,s ə r ə ᵑk,segmental,3,ə
WORK,rmt.pfv,s ə r ə ᵑk,segmental,6,ᵑk
WORK,rct.ipfv,i r ə n,segmental,1,i
WORK,rct.ipfv,i r ə n,segmental,2,r
WORK,rct.ipfv,i r ə n,segmental,3,ə
WORK,rct.ipfv,i r ə n,segmental,6,n
WORK,rmt.ipfv,s u r ə r ⁿt,segmental,0,s
WORK,rmt.ipfv,s u r ə r ⁿt,segmental,1,u
WORK,rmt.ipfv,s u r ə r ⁿt,segmental,2,r
WORK,rmt.ipfv,s u r ə r ⁿt,segmental,3,ə
WORK,rmt.ipfv,s u r ə r ⁿt,segmental,4,r
WORK,rmt.ipfv,s u r ə r ⁿt,segmental,6,ⁿt
