lexeme,cell,form,tier,slot,formative
ʾaʿmara,ind.prs.act.m.3.p,j u ʕ m i r uː n a,segmental,0,j
ʾaʿmara,ind.prs.act.m.3.p,j u ʕ m i r uː n a,segmental,1,uʕmir
ʾaʿmara,ind.prs.act.m.3.p,j u ʕ m i r uː n a,segmental,2,uː
ʾaʿmara,ind.prs.act.m.3.p,j u ʕ m i r uː n a,segmental,3,n
ʾaʿmara,ind.prs.act.m.3.p,j u ʕ m i r uː n a,segmental,4,a
ʾaʿmara,ind.prs.act.m.3.s,j u ʕ m i r u,segmental,0,j
ʾaʿmara,ind.prs.act.m.3.s,j u ʕ m i r u,segmental,1,uʕmir
ʾaʿmara,ind.prs.act.m.3.s,j u ʕ m i r u,segmental,4,u
ʾaʿmara,ind.prs.act.m/f.1.p,n u ʕ m i r u,segmental,0,n
ʾaʿmara,ind.prs.act.m/f.1.p,n u ʕ m i r u,segmental,1,uʕmir
ʾaʿmara,ind.prs.act.m/f.1.p,n u ʕ m i r u,segmental,4,u
ʾaʿmara,ind.prs.act.m/f.1.s,u ʕ m i r u,segmental,1,uʕmir
ʾaʿmara,ind.prs.act.m/f.1.s,u ʕ m i r u,segmental,4,u
ʾaʿmara,ind.prs.act.m/f.2.d,t u ʕ m i r aː n i,segmental,0,t
ʾaʿmara,ind.prs.act.m/f.2.d,t u ʕ m i r aː n i,segmental,1,uʕmir
ʾaʿmara,ind.prs.act.m/f.2.d,t u ʕ m i r aː n i,segmental,2,aː
ʾaʿmara,ind.prs.act.m/f.2.d,t u ʕ m i r aː n i,segmental,3,n
ʾaʿmara,ind.prs.act.m/f.2.d,t u ʕ m i r aː n i,segmental,4,i
ʾaḥāla,ind.prs.act.f.2.p,t u ħ i l n a,segmental,0,t
ʾaḥāla,ind.prs.act.f.2.p,t u ħ i l n a,segmental,1,uħ
ʾaḥāla,ind.prs.act.f.2.p,t u ħ i l n a,segmental,2,i
ʾaḥāla,ind.prs.act.f.2.p,t u ħ i l n a,segmental,3,l
ʾaḥāla,ind.prs.act.f.2.p,t u ħ i l n a,segmental,5,n
ʾaḥāla,ind.prs.act.f.2.p,t u ħ i l n a,segmental,6,a
ʾaḥāla,ind.prs.act.f.2.s,t u ħ iː l iː n a,segmental,0,t
ʾaḥāla,ind.prs.act.f.2.s,t u ħ iː l iː n a,segmental,1,uħ
ʾaḥāla,ind.prs.act.f.2.s,t u ħ iː l iː n a,segmental,2,iː
ʾaḥāla,ind.prs.act.f.2.s,t u ħ iː l iː n a,segmental,3,l
ʾaḥāla,ind.prs.act.f.2.s,t u ħ iː l iː n a,segmental,4,iː
ʾaḥāla,ind.prs.act.f.2.s,t u ħ iː l iː n a,segmental,5,n
ʾaḥāla,ind.prs.act.f.2.s,t u ħ iː l iː n a,segmental,6,a
ʾaḥāla,ind.prs.act.f.3.d,t u ħ iː l aː n i,segmental,0,t
ʾaḥāla,ind.prs.act.f.3.d,t u ħ iː l aː n i,segmental,1,uħ
ʾaḥāla,ind.prs.act.f.3.d,t u ħ iː l aː n i,segmental,2,iː
ʾaḥāla,ind.prs.act.f.3.d,t u ħ iː l aː n i,segmental,3,l
ʾaḥāla,ind.prs.act.f.3.d,t u ħ iː l aː n i,segmental,4,aː
ʾaḥāla,ind.prs.act.f.3.d,t u ħ iː l aː n i,segmental,5,n
ʾaḥāla,ind.prs.act.f.3.d,t u ħ iː l aː n i,segmental,6,i
ʾaḥāla,ind.prs.act.f.3.p,j u ħ i l n a,segmental,0,j
ʾaḥāla,ind.prs.act.f.3.p,j u ħ i l n a,segmental,1,uħ
ʾaḥāla,ind.prs.act.f.3.p,j u ħ i l n a,segmental,2,i
ʾaḥāla,ind.prs.act.f.3.p,j u ħ i l n a,segmental,3,l
ʾaḥāla,ind.prs.act.f.3.p,j u ħ i l n a,segmental,5,n
ʾaḥāla,ind.prs.act.f.3.p,j u ħ i l n a,segmental,6,a
ʾaḥāla,ind.prs.act.f.3.s,t u ħ iː l u,segmental,0,t
ʾaḥāla,ind.prs.act.f.3.s,t u ħ iː l u,segmental,1,uħ
ʾaḥāla,ind.prs.act.f.3.s,t u ħ iː l u,segmental,2,iː
ʾaḥāla,ind.prs.act.f.3.s,t u ħ iː l u,segmental,3,l
ʾaḥāla,ind.prs.act.f.3.s,t u ħ iː l u,segmental,6,u
ʾaḥāla,ind.prs.act.m.2.p,t u ħ iː l uː n a,segmental,0,t
ʾaḥāla,ind.prs.act.m.2.p,t u ħ iː l uː n a,segmental,1,uħ
ʾaḥāla,ind.prs.act.m.2.p,t u ħ iː l uː n a,segmental,2,iː
ʾaḥāla,ind.prs.act.m.2.p,t u ħ iː l uː n a,segmental,3,l
ʾaḥāla,ind.prs.act.m.2.p,t u ħ iː l uː n a,segmental,4,uː
ʾaḥāla,ind.prs.act.m.2.p,t u ħ iː l uː n a,segmental,5,n
ʾaḥāla,ind.prs.act.m.2.p,t u ħ iː l uː n a,segmental,6,a
ʾaḥāla,ind.prs.act.m.2.s,t u ħ iː l u,segmental,0,t
ʾaḥāla,ind.prs.act.m.2.s,t u ħ iː l u,segmental,1,uħ
ʾaḥāla,ind.prs.act.m.2.s,t u ħ iː l u,segmental,2,iː
ʾaḥāla,ind.prs.act.m.2.s,t u ħ iː l u,segmental,3,l
ʾaḥāla,ind.prs.act.m.2.s,t u ħ iː l u,segmental,6,u
ʾaḥāla,ind.prs.act.m.3.d,j u ħ iː l aː n i,segmental,0,j
ʾaḥāla,ind.prs.act.m.3.d,j u ħ iː l aː n i,segmental,1,uħ
ʾaḥāla,ind.prs.act.m.3.d,j u ħ iː l aː n i,segmental,2,iː
ʾaḥāla,ind.prs.act.m.3.d,j u ħ iː l aː n i,segmental,3,l
ʾaḥāla,ind.prs.act.m.3.d,j u ħ iː l aː n i,segmental,4,aː
ʾaḥāla,ind.prs.act.m.3.d,j u ħ iː l aː n i,segmental,5,n
ʾaḥāla,ind.prs.act.m.3.d,j u ħ iː l aː n i,segmental,6,i
ʾaḥāla,ind.prs.act.m.3.p,j u ħ iː l uː n a,segmental,0,j
ʾaḥāla,ind.prs.act.m.3.p,j u ħ iː l uː n a,segmental,1,uħ
ʾaḥāla,ind.prs.act.m.3.p,j u ħ iː l uː n a,segmental,2,iː
ʾaḥāla,ind.prs.act.m.3.p,j u ħ iː l uː n a,segmental,3,l
ʾaḥāla,ind.prs.act.m.3.p,j u ħ iː l uː n a,segmental,4,uː
ʾaḥāla,ind.prs.act.m.3.p,j u ħ iː l uː n a,segmental,5,n
ʾaḥāla,ind.prs.act.m.3.p,j u ħ iː l uː n a,segmental,6,a
ʾaḥāla,ind.prs.act.m.3.s,j u ħ iː l u,segmental,0,j
ʾaḥāla,ind.prs.act.m.3.s,j u ħ iː l u,segmental,1,uħ
ʾaḥāla,ind.prs.act.m.3.s,j u ħ iː l u,segmental,2,iː
ʾaḥāla,ind.prs.act.m.3.s,j u ħ iː l u,segmental,3,l
ʾaḥāla,ind.prs.act.m.3.s,j u ħ iː l u,segmental,6,u
ʾaḥāla,ind.prs.act.m/f.1.p,n u ħ iː l u,segmental,0,n
ʾaḥāla,ind.prs.act.m/f.1.p,n u ħ iː l u,segmental,1,uħ
ʾaḥāla,ind.prs.act.m/f.1.p,n u ħ iː l u,segmental,2,iː
ʾaḥāla,ind.prs.act.m/f.1.p,n u ħ iː l u,segmental,3,l
ʾaḥāla,ind.prs.act.m/f.1.p,n u ħ iː l u,segmental,6,u
ʾaḥāla,ind.prs.act.m/f.1.s,u ħ iː l u,segmental,1,uħ
ʾaḥāla,ind.prs.act.m/f.1.s,u ħ iː l u,segmental,2,iː
ʾaḥāla,ind.prs.act.m/f.1.s,u ħ iː l u,segmental,3,l
ʾaḥāla,ind.prs.act.m/f.1.s,u ħ iː l u,segmental,6,u
ʾaḥāla,ind.prs.act.m/f.2.d,t u ħ iː l aː n i,segmental,0,t
ʾaḥāla,ind.prs.act.m/f.2.d,t u ħ iː l aː n i,segmental,1,uħ
ʾaḥāla,ind.prs.act.m/f.2.d,t u ħ iː l aː n i,segmental,2,iː
ʾaḥāla,ind.prs.act.m/f.2.d,t u ħ iː l aː n i,segmental,3,l
ʾaḥāla,ind.prs.act.m/f.2.d,t u ħ iː l aː n i,segmental,4,aː
ʾaḥāla,ind.prs.act.m/f.2.d,t u ħ iː l aː n i,segmental,5,n
ʾaḥāla,ind.prs.act.m/f.2.d,t u ħ iː l aː n i,segmental,6,i
ḥaraqa,ind.prs.act.f.2.p,t a ħ r i q n a,segmental,0,t
ḥaraqa,ind.prs.act.f.2.p,t a ħ r i q n a,segmental,1,aħriq
ḥaraqa,ind.prs.act.f.2.p,t a ħ r i q n a,segmental,3,n
ḥaraqa,ind.prs.act.f.2.p,t a ħ r i q n a,segmental,4,a
ḥaraqa,ind.prs.act.f.2.s,t a ħ r i q iː n a,segmental,0,t
ḥaraqa,ind.prs.act.f.2.s,t a ħ r i q iː n a,segmental,1,aħriq
ḥaraqa,ind.prs.act.f.2.s,t a ħ r i q iː n a,segmental,2,iː
ḥaraqa,ind.prs.act.f.2.s,t a ħ r i q iː n a,segmental,3,n
ḥaraqa,ind.prs.act.f.2.s,t a ħ r i q iː n a,segmental,4,a
ḥaraqa,ind.prs.act.f.3.d,t a ħ r i q aː n i,segmental,0,t
ḥaraqa,ind.prs.act.f.3.d,t a ħ r i q aː n i,segmental,1,aħriq
ḥaraqa,ind.prs.act.f.3.d,t a ħ r i q aː n i,segmental,2,aː
ḥaraqa,ind.prs.act.f.3.d,t a ħ r i q aː n i,segmental,3,n
ḥaraqa,ind.prs.act.f.3.d,t a ħ r i q aː n i,segmental,4,i
ḥaraqa,ind.prs.act.f.3.p,j a ħ r i q n a,segmental,0,j
ḥaraqa,ind.prs.act.f.3.p,j a ħ r i q n a,segmental,1,aħriq
ḥaraqa,ind.prs.act.f.3.p,j a ħ r i q n a,segmental,3,n
ḥaraqa,ind.prs.act.f.3.p,j a ħ r i q n a,segmental,4,a
ḥaraqa,ind.prs.act.f.3.s,t a ħ r i q u,segmental,0,t
ḥaraqa,ind.prs.act.f.3.s,t a ħ r i q u,segmental,1,aħriq
ḥaraqa,ind.prs.act.f.3.s,t a ħ r i q u,segmental,4,u
ḥaraqa,ind.prs.act.m.2.p,t a ħ r i q uː n a,segmental,0,t
ḥaraqa,ind.prs.act.m.2.p,t a ħ r i q uː n a,segmental,1,aħriq
ḥaraqa,ind.prs.act.m.2.p,t a ħ r i q uː n a,segmental,2,uː
ḥaraqa,ind.prs.act.m.2.p,t a ħ r i q uː n a,segmental,3,n
ḥaraqa,ind.prs.act.m.2.p,t a ħ r i q uː n a,segmental,4,a
ḥaraqa,ind.prs.act.m.2.s,t a ħ r i q u,segmental,0,t
ḥaraqa,ind.prs.act.m.2.s,t a ħ r i q u,segmental,1,aħriq
ḥaraqa,ind.prs.act.m.2.s,t a ħ r i q u,segmental,4,u
ḥaraqa,ind.prs.act.m.3.d,j a ħ r i q aː n i,segmental,0,j
ḥaraqa,ind.prs.act.m.3.d,j a ħ r i q aː n i,segmental,1,aħriq
ḥaraqa,ind.prs.act.m.3.d,j a ħ r i q aː n i,segmental,2,aː
ḥaraqa,ind.prs.act.m.3.d,j a ħ r i q aː n i,segmental,3,n
ḥaraqa,ind.prs.act.m.3.d,j a ħ r i q aː n i,segmental,4,i
ḥaraqa,ind.prs.act.m.3.p,j a ħ r i q uː n a,segmental,0,j
ḥaraqa,ind.prs.act.m.3.p,j a ħ r i q uː n a,segmental,1,aħriq
ḥaraqa,ind.prs.act.m.3.p,j a ħ r i q uː n a,segmental,2,uː
ḥaraqa,ind.prs.act.m.3.p,j a ħ r i q uː n a,segmental,3,n
ḥaraqa,ind.prs.act.m.3.p,j a ħ r i q uː n a,segmental,4,a
ḥaraqa,ind.prs.act.m.3.s,j a ħ r i q u,segmental,0,j
ḥaraqa,ind.prs.act.m.3.s,j a ħ r i q u,segmental,1,aħriq
ḥaraqa,ind.prs.act.m.3.s,j a ħ r i q u,segmental,4,u
ḥaraqa,ind.prs.act.m/f.1.p,n a ħ r i q u,segmental,0,n
ḥaraqa,ind.prs.act.m/f.1.p,n a ħ r i q u,segmental,1,aħriq
ḥaraqa,ind.prs.act.m/f.1.p,n a ħ r i q u,segmental,4,u
ḥaraqa,ind.prs.act.m/f.1.s,a ħ r i q u,segmental,1,aħriq
ḥaraqa,ind.prs.act.m/f.1.s,a ħ r i q u,segmental,4,u
ḥaraqa,ind.prs.act.m/f.2.d,t a ħ r i q aː n i,segmental,0,t
ḥaraqa,ind.prs.act.m/f.2.d,t a ħ r i q aː n i,segmental,1,aħriq
ḥaraqa,ind.prs.act.m/f.2.d,t a ħ r i q aː n i,segmental,2,aː
ḥaraqa,ind.prs.act.m/f.2.d,t a ħ r i q aː n i,segmental,3,n
ḥaraqa,ind.prs.act.m/f.2.d,t a ħ r i q aː n i,segmental,4,i
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r i θ n a,segmental,0,t
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r i θ n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r i θ n a,segmental,2,i
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r i θ n a,segmental,3,θ
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r i θ n a,segmental,5,n
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r i θ n a,segmental,6,a
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r u θ n a,segmental,0,t
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r u θ n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r u θ n a,segmental,2,u
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r u θ n a,segmental,3,θ
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r u θ n a,segmental,5,n
ḥaraṯa,ind.prs.act.f.2.p,t a ħ r u θ n a,segmental,6,a
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r i θ iː n a,segmental,0,t
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r i θ iː n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r i θ iː n a,segmental,2,i
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r i θ iː n a,segmental,3,θ
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r i θ iː n a,segmental,4,iː
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r i θ iː n a,segmental,5,n
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r i θ iː n a,segmental,6,a
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r u θ iː n a,segmental,0,t
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r u θ iː n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r u θ iː n a,segmental,2,u
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r u θ iː n a,segmental,3,θ
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r u θ iː n a,segmental,4,iː
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r u θ iː n a,segmental,5,n
ḥaraṯa,ind.prs.act.f.2.s,t a ħ r u θ iː n a,segmental,6,a
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r i θ aː n i,segmental,0,t
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r i θ aː n i,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r i θ aː n i,segmental,2,i
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r i θ aː n i,segmental,3,θ
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r i θ aː n i,segmental,4,aː
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r i θ aː n i,segmental,5,n
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r i θ aː n i,segmental,6,i
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r u θ aː n i,segmental,0,t
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r u θ aː n i,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r u θ aː n i,segmental,2,u
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r u θ aː n i,segmental,3,θ
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r u θ aː n i,segmental,4,aː
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r u θ aː n i,segmental,5,n
ḥaraṯa,ind.prs.act.f.3.d,t a ħ r u θ aː n i,segmental,6,i
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r i θ n a,segmental,0,j
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r i θ n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r i θ n a,segmental,2,i
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r i θ n a,segmental,3,θ
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r i θ n a,segmental,5,n
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r i θ n a,segmental,6,a
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r u θ n a,segmental,0,j
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r u θ n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r u θ n a,segmental,2,u
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r u θ n a,segmental,3,θ
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r u θ n a,segmental,5,n
ḥaraṯa,ind.prs.act.f.3.p,j a ħ r u θ n a,segmental,6,a
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r i θ u,segmental,0,t
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r i θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r i θ u,segmental,2,i
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r i θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r i θ u,segmental,6,u
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r u θ u,segmental,0,t
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r u θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r u θ u,segmental,2,u
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r u θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.f.3.s,t a ħ r u θ u,segmental,6,u
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r i θ uː n a,segmental,0,t
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r i θ uː n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r i θ uː n a,segmental,2,i
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r i θ uː n a,segmental,3,θ
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r i θ uː n a,segmental,4,uː
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r i θ uː n a,segmental,5,n
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r i θ uː n a,segmental,6,a
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r u θ uː n a,segmental,0,t
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r u θ uː n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r u θ uː n a,segmental,2,u
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r u θ uː n a,segmental,3,θ
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r u θ uː n a,segmental,4,uː
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r u θ uː n a,segmental,5,n
ḥaraṯa,ind.prs.act.m.2.p,t a ħ r u θ uː n a,segmental,6,a
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r i θ u,segmental,0,t
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r i θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r i θ u,segmental,2,i
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r i θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r i θ u,segmental,6,u
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r u θ u,segmental,0,t
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r u θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r u θ u,segmental,2,u
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r u θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.m.2.s,t a ħ r u θ u,segmental,6,u
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r i θ aː n i,segmental,0,j
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r i θ aː n i,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r i θ aː n i,segmental,2,i
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r i θ aː n i,segmental,3,θ
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r i θ aː n i,segmental,4,aː
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r i θ aː n i,segmental,5,n
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r i θ aː n i,segmental,6,i
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r u θ aː n i,segmental,0,j
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r u θ aː n i,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r u θ aː n i,segmental,2,u
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r u θ aː n i,segmental,3,θ
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r u θ aː n i,segmental,4,aː
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r u θ aː n i,segmental,5,n
ḥaraṯa,ind.prs.act.m.3.d,j a ħ r u θ aː n i,segmental,6,i
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r i θ uː n a,segmental,0,j
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r i θ uː n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r i θ uː n a,segmental,2,i
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r i θ uː n a,segmental,3,θ
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r i θ uː n a,segmental,4,uː
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r i θ uː n a,segmental,5,n
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r i θ uː n a,segmental,6,a
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r u θ uː n a,segmental,0,j
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r u θ uː n a,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r u θ uː n a,segmental,2,u
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r u θ uː n a,segmental,3,θ
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r u θ uː n a,segmental,4,uː
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r u θ uː n a,segmental,5,n
ḥaraṯa,ind.prs.act.m.3.p,j a ħ r u θ uː n a,segmental,6,a
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r i θ u,segmental,0,j
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r i θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r i θ u,segmental,2,i
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r i θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r i θ u,segmental,6,u
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r u θ u,segmental,0,j
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r u θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r u θ u,segmental,2,u
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r u θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.m.3.s,j a ħ r u θ u,segmental,6,u
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r i θ u,segmental,0,n
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r i θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r i θ u,segmental,2,i
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r i θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r i θ u,segmental,6,u
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r u θ u,segmental,0,n
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r u θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r u θ u,segmental,2,u
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r u θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.m/f.1.p,n a ħ r u θ u,segmental,6,u
ḥaraṯa,ind.prs.act.m/f.1.s,a ħ r i θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.m/f.1.s,a ħ r i θ u,segmental,2,i
ḥaraṯa,ind.prs.act.m/f.1.s,a ħ r i θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.m/f.1.s,a ħ r i θ u,segmental,6,u
ḥaraṯa,ind.prs.act.m/f.1.s,ʔ a ħ r u θ u,segmental,0,ʔ
ḥaraṯa,ind.prs.act.m/f.1.s,ʔ a ħ r u θ u,segmental,1,aħr
ḥaraṯa,ind.prs.act.m/f.1.s,ʔ a ħ r u θ u,segmental,2,u
ḥaraṯa,ind.prs.act.m/f.1.s,ʔ a ħ r u θ u,segmental,3,θ
ḥaraṯa,ind.prs.act.m/f.1.s,ʔ a ħ r u θ u,segmental,6,u
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r i θ aː n i,segmental,0,t
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r i θ aː n i,segmental,1,aħr
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r i θ aː n i,segmental,2,i
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r i θ aː n i,segmental,3,θ
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r i θ aː n i,segmental,4,aː
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r i θ aː n i,segmental,5,n
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r i θ aː n i,segmental,6,i
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r u θ aː n i,segmental,0,t
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r u θ aː n i,segmental,1,aħr
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r u θ aː n i,segmental,2,u
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r u θ aː n i,segmental,3,θ
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r u θ aː n i,segmental,4,aː
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r u θ aː n i,segmental,5,n
ḥaraṯa,ind.prs.act.m/f.2.d,t a ħ r u θ aː n i,segmental,6,i
