lexeme,cell,form,tier,slot,formative
pouvoir,prs.3sg,p Ø,segmental,0,p
pouvoir,prs.3sg,p Ø,segmental,2,Ø
pouvoir,prs.1pl,p u v ɔ̃,segmental,0,p
pouvoir,prs.1pl,p u v ɔ̃,segmental,2,u
pouvoir,prs.1pl,p u v ɔ̃,segmental,3,v
pouvoir,prs.1pl,p u v ɔ̃,segmental,6,ɔ̃
pouvoir,prs.2pl,p u v E,segmental,0,p
pouvoir,prs.2pl,p u v E,segmental,2,u
pouvoir,prs.2pl,p u v E,segmental,3,v
pouvoir,prs.2pl,p u v E,segmental,6,E
pouvoir,prs.3pl,p Ø v,segmental,0,p
pouvoir,prs.3pl,p Ø v,segmental,2,Ø
pouvoir,prs.3pl,p Ø v,segmental,3,v
pouvoir,fut.1sg,p u ʁ E,segmental,0,p
pouvoir,fut.1sg,p u ʁ E,segmental,2,u
pouvoir,fut.1sg,p u ʁ E,segmental,4,ʁ
pouvoir,fut.1sg,p u ʁ E,segmental,6,E
pouvoir,fut.2sg,p u ʁ a,segmental,0,p
pouvoir,fut.2sg,p u ʁ a,segmental,2,u
pouvoir,fut.2sg,p u ʁ a,segmental,4,ʁ
pouvoir,fut.2sg,p u ʁ a,segmental,5,a
pouvoir,fut.3sg,p u ʁ a,segmental,0,p
pouvoir,fut.3sg,p u ʁ a,segmental,2,u
pouvoir,fut.3sg,p u ʁ a,segmental,4,ʁ
pouvoir,fut.3sg,p u ʁ a,segmental,5,a
pouvoir,fut.1pl,p u ʁ ɔ̃,segmental,0,p
pouvoir,fut.1pl,p u ʁ ɔ̃,segmental,2,u
pouvoir,fut.1pl,p u ʁ ɔ̃,segmental,4,ʁ
pouvoir,fut.1pl,p u ʁ ɔ̃,segmental,6,ɔ̃
pouvoir,fut.2pl,p u ʁ E,segmental,0,p
pouvoir,fut.2pl,p u ʁ E,segmental,2,u
pouvoir,fut.2pl,p u ʁ E,segmental,4,ʁ
pouvoir,fut.2pl,p u ʁ E,segmental,6,E
pouvoir,fut.3pl,p u ʁ ɔ̃,segmental,0,p
pouvoir,fut.3pl,p u ʁ ɔ̃,segmental,2,u
pouvoir,fut.3pl,p u ʁ ɔ̃,segmental,4,ʁ
pouvoir,fut.3pl,p u ʁ ɔ̃,segmental,6,ɔ̃
pouvoir,pst.1sg,p y,segmental,0,p
pouvoir,pst.1sg,p y,segmental,1,y
pouvoir,pst.2sg,p y,segmental,0,p
pouvoir,pst.2sg,p y,segmental,1,y
pouvoir,pst.3sg,p y,segmental,0,p
pouvoir,pst.3sg,p y,segmental,1,y
pouvoir,pst.1pl,p y m,segmental,0,p
pouvoir,pst.1pl,p y m,segmental,1,y
pouvoir,pst.1pl,p y m,segmental,6,m
pouvoir,pst.2pl,p y t,segmental,0,p
pouvoir,pst.2pl,p y t,segmental,1,y
pouvoir,pst.2pl,p y t,segmental,6,t
pouvoir,pst.3pl,p y ʁ,segmental,0,p
pouvoir,pst.3pl,p y ʁ,segmental,1,y
pouvoir,pst.3pl,p y ʁ,segmental,4,ʁ
pouvoir,inf,p u v w a ʁ,segmental,0,p
pouvoir,inf,p u v w a ʁ,segmental,2,u
pouvoir,inf,p u v w a ʁ,segmental,3,v
pouvoir,inf,p u v w a ʁ,segmental,4,w
pouvoir,inf,p u v w a ʁ,segmental,5,a
pouvoir,inf,p u v w a ʁ,segmental,6,ʁ
pouvoir,prs.ptcp,p u v ɑ̃,segmental,0,p
pouvoir,prs.ptcp,p u v ɑ̃,segmental,2,u
pouvoir,prs.ptcp,p u v ɑ̃,segmental,3,v
pouvoir,prs.ptcp,p u v ɑ̃,segmental,6,ɑ̃
recevoir,prs.1sg,ʁ Ø s w a,segmental,0,ʁØs
recevoir,prs.1sg,ʁ Ø s w a,segmental,1,w
recevoir,prs.1sg,ʁ Ø s w a,segmental,6,a
recevoir,prs.2sg,ʁ Ø s w a,segmental,0,ʁØs
recevoir,prs.2sg,ʁ Ø s w a,segmental,1,w
recevoir,prs.2sg,ʁ Ø s w a,segmental,6,a
recevoir,prs.3sg,ʁ Ø s w a,segmental,0,ʁØs
recevoir,prs.3sg,ʁ Ø s w a,segmental,1,w
recevoir,prs.3sg,ʁ Ø s w a,segmental,6,a
recevoir,prs.1pl,ʁ Ø s Ø v ɔ̃,segmental,0,ʁØs
recevoir,prs.1pl,ʁ Ø s Ø v ɔ̃,segmental,2,Ø
recevoir,prs.1pl,ʁ Ø s Ø v ɔ̃,segmental,3,v
recevoir,prs.1pl,ʁ Ø s Ø v ɔ̃,segmental,6,ɔ̃
recevoir,prs.2pl,ʁ Ø s Ø v E,segmental,0,ʁØs
recevoir,prs.2pl,ʁ Ø s Ø v E,segmental,2,Ø
recevoir,prs.2pl,ʁ Ø s Ø v E,segmental,3,v
recevoir,prs.2pl,ʁ Ø s Ø v E,segmental,6,E
recevoir,prs.3pl,ʁ Ø s w a v,segmental,0,ʁØs
recevoir,prs.3pl,ʁ Ø s w a v,segmental,1,w
recevoir,prs.3pl,ʁ Ø s w a v,segmental,2,a
recevoir,prs.3pl,ʁ Ø s w a v,segmental,3,v
recevoir,fut.1sg,ʁ Ø s Ø v ʁ E,segmental,0,ʁØs
recevoir,fut.1sg,ʁ Ø s Ø v ʁ E,segmental,2,Ø
recevoir,fut.1sg,ʁ Ø s Ø v ʁ E,segmental,3,v
recevoir,fut.1sg,ʁ Ø s Ø v ʁ E,segmental,5,ʁ
recevoir,fut.1sg,ʁ Ø s Ø v ʁ E,segmental,6,E
recevoir,fut.2sg,ʁ Ø s Ø v ʁ a,segmental,0,ʁØs
recevoir,fut.2sg,ʁ Ø s Ø v ʁ a,segmental,2,Ø
recevoir,fut.2sg,ʁ Ø s Ø v ʁ a,segmental,3,v
recevoir,fut.2sg,ʁ Ø s Ø v ʁ a,segmental,5,ʁ
recevoir,fut.2sg,ʁ Ø s Ø v ʁ a,segmental,6,a
recevoir,fut.3sg,ʁ Ø s Ø v ʁ a,segmental,0,ʁØs
recevoir,fut.3sg,ʁ Ø s Ø v ʁ a,segmental,2,Ø
recevoir,fut.3sg,ʁ Ø s Ø v ʁ a,segmental,3,v
recevoir,fut.3sg,ʁ Ø s Ø v ʁ a,segmental,5,ʁ
recevoir,fut.3sg,ʁ Ø s Ø v ʁ a,segmental,6,a
recevoir,fut.1pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,0,ʁØs
recevoir,fut.1pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,2,Ø
recevoir,fut.1pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,3,v
recevoir,fut.1pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,5,ʁ
recevoir,fut.1pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,6,ɔ̃
recevoir,fut.2pl,ʁ Ø s Ø v ʁ E,segmental,0,ʁØs
recevoir,fut.2pl,ʁ Ø s Ø v ʁ E,segmental,2,Ø
recevoir,fut.2pl,ʁ Ø s Ø v ʁ E,segmental,3,v
recevoir,fut.2pl,ʁ Ø s Ø v ʁ E,segmental,5,ʁ
recevoir,fut.2pl,ʁ Ø s Ø v ʁ E,segmental,6,E
recevoir,fut.3pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,0,ʁØs
recevoir,fut.3pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,2,Ø
recevoir,fut.3pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,3,v
recevoir,fut.3pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,5,ʁ
recevoir,fut.3pl,ʁ Ø s Ø v ʁ ɔ̃,segmental,6,ɔ̃
recevoir,pst.1sg,ʁ Ø s y,segmental,0,ʁØs
recevoir,pst.1sg,ʁ Ø s y,segmental,2,y
recevoir,pst.2sg,ʁ Ø s y,segmental,0,ʁØs
recevoir,pst.2sg,ʁ Ø s y,segmental,2,y
recevoir,pst.3sg,ʁ Ø s y,segmental,0,ʁØs
recevoir,pst.3sg,ʁ Ø s y,segmental,2,y
recevoir,pst.1pl,ʁ Ø s y m,segmental,0,ʁØs
recevoir,pst.1pl,ʁ Ø s y m,segmental,2,y
recevoir,pst.1pl,ʁ Ø s y m,segmental,6,m
recevoir,pst.2pl,ʁ Ø s y t,segmental,0,ʁØs
recevoir,pst.2pl,ʁ Ø s y t,segmental,2,y
recevoir,pst.2pl,ʁ Ø s y t,segmental,6,t
recevoir,pst.3pl,ʁ Ø s y ʁ,segmental,0,ʁØs
recevoir,pst.3pl,ʁ Ø s y ʁ,segmental,2,y
recevoir,pst.3pl,ʁ Ø s y ʁ,segmental,5,ʁ
recevoir,inf,ʁ Ø s Ø v w a ʁ,segmental,0,ʁØs
recevoir,inf,ʁ Ø s Ø v w a ʁ,segmental,2,Ø
recevoir,inf,ʁ Ø s Ø v w a ʁ,segmental,3,v
recevoir,inf,ʁ Ø s Ø v w a ʁ,segmental,4,wa
recevoir,inf,ʁ Ø s Ø v w a ʁ,segmental,5,ʁ
recevoir,prs.ptcp,ʁ Ø s Ø v ɑ̃,segmental,0,ʁØs
recevoir,prs.ptcp,ʁ Ø s Ø v ɑ̃,segmental,2,Ø
recevoir,prs.ptcp,ʁ Ø s Ø v ɑ̃,segmental,3,v
recevoir,prs.ptcp,ʁ Ø s Ø v ɑ̃,segmental,6,ɑ̃
reconvoquer,prs.1sg,ʁ Ø k ɔ̃ v O k,segmental,0,ʁØkɔ̃vOk
reconvoquer,prs.2sg,ʁ Ø k ɔ̃ v O k,segmental,0,ʁØkɔ̃vOk
reconvoquer,prs.3sg,ʁ Ø k ɔ̃ v O k,segmental,0,ʁØkɔ̃vOk
reconvoquer,prs.1pl,ʁ Ø k ɔ̃ v O k ɔ̃,segmental,0,ʁØkɔ̃vOk
reconvoquer,prs.1pl,ʁ Ø k ɔ̃ v O k ɔ̃,segmental,3,ɔ̃
reconvoquer,prs.2pl,ʁ Ø k ɔ̃ v O k E,segmental,0,ʁØkɔ̃vOk
reconvoquer,prs.2pl,ʁ Ø k ɔ̃ v O k E,segmental,1,E
reconvoquer,prs.3pl,ʁ Ø k ɔ̃ v O k,segmental,0,ʁØkɔ̃vOk
reconvoquer,fut.1sg,ʁ Ø k ɔ̃ v O k Ø ʁ E,segmental,0,ʁØkɔ̃vOk
reconvoquer,fut.1sg,ʁ Ø k ɔ̃ v O k Ø ʁ E,segmental,1,Ø
reconvoquer,fut.1sg,ʁ Ø k ɔ̃ v O k Ø ʁ E,segmental,2,ʁ
reconvoquer,fut.1sg,ʁ Ø k ɔ̃ v O k Ø ʁ E,segmental,3,E
reconvoquer,fut.2sg,ʁ Ø k ɔ̃ v O k Ø ʁ a,segmental,0,ʁØkɔ̃vOk
reconvoquer,fut.2sg,ʁ Ø k ɔ̃ v O k Ø ʁ a,segmental,1,Ø
reconvoquer,fut.2sg,ʁ Ø k ɔ̃ v O k Ø ʁ a,segmental,2,ʁ
reconvoquer,fut.2sg,ʁ Ø k ɔ̃ v O k Ø ʁ a,segmental,3,a
reconvoquer,fut.3sg,ʁ Ø k ɔ̃ v O k Ø ʁ a,segmental,0,ʁØkɔ̃vOk
reconvoquer,fut.3sg,ʁ Ø k ɔ̃ v O k Ø ʁ a,segmental,1,Ø
reconvoquer,fut.3sg,ʁ Ø k ɔ̃ v O k Ø ʁ a,segmental,2,ʁ
reconvoquer,fut.3sg,ʁ Ø k ɔ̃ v O k Ø ʁ a,segmental,3,a
reconvoquer,fut.1pl,ʁ Ø k ɔ̃ v O k Ø ʁ ɔ̃,segmental,0,ʁØkɔ̃vOk
reconvoquer,fut.1pl,ʁ Ø k ɔ̃ v O k Ø ʁ ɔ̃,segmental,1,Ø
reconvoquer,fut.1pl,ʁ Ø k ɔ̃ v O k Ø ʁ ɔ̃,segmental,2,ʁ
reconvoquer,fut.1pl,ʁ Ø k ɔ̃ v O k Ø ʁ ɔ̃,segmental,3,ɔ̃
reconvoquer,fut.2pl,ʁ Ø k ɔ̃ v O k Ø ʁ E,segmental,0,ʁØkɔ̃vOk
reconvoquer,fut.2pl,ʁ Ø k ɔ̃ v O k Ø ʁ E,segmental,1,Ø
reconvoquer,fut.2pl,ʁ Ø k ɔ̃ v O k Ø ʁ E,segmental,2,ʁ
reconvoquer,fut.2pl,ʁ Ø k ɔ̃ v O k Ø ʁ E,segmental,3,E
reconvoquer,fut.3pl,ʁ Ø k ɔ̃ v O k Ø ʁ ɔ̃,segmental,0,ʁØkɔ̃vOk
reconvoquer,fut.3pl,ʁ Ø k ɔ̃ v O k Ø ʁ ɔ̃,segmental,1,Ø
reconvoquer,fut.3pl,ʁ Ø k ɔ̃ v O k Ø ʁ ɔ̃,segmental,2,ʁ
reconvoquer,fut.3pl,ʁ Ø k ɔ̃ v O k Ø ʁ ɔ̃,segmental,3,ɔ̃
reconvoquer,pst.1sg,ʁ Ø k ɔ̃ v O k E,segmental,0,ʁØkɔ̃vOk
reconvoquer,pst.1sg,ʁ Ø k ɔ̃ v O k E,segmental,1,E
reconvoquer,pst.2sg,ʁ Ø k ɔ̃ v O k a,segmental,0,ʁØkɔ̃vOk
reconvoquer,pst.2sg,ʁ Ø k ɔ̃ v O k a,segmental,1,a
reconvoquer,pst.3sg,ʁ Ø k ɔ̃ v O k a,segmental,0,ʁØkɔ̃vOk
reconvoquer,pst.3sg,ʁ Ø k ɔ̃ v O k a,segmental,1,a
reconvoquer,pst.1pl,ʁ Ø k ɔ̃ v O k a m,segmental,0,ʁØkɔ̃vOk
reconvoquer,pst.1pl,ʁ Ø k ɔ̃ v O k a m,segmental,1,a
reconvoquer,pst.1pl,ʁ Ø k ɔ̃ v O k a m,segmental,3,m
reconvoquer,pst.2pl,ʁ Ø k ɔ̃ v O k a t,segmental,0,ʁØkɔ̃vOk
reconvoquer,pst.2pl,ʁ Ø k ɔ̃ v O k a t,segmental,1,a
reconvoquer,pst.2pl,ʁ Ø k ɔ̃ v O k a t,segmental,3,t
reconvoquer,pst.3pl,ʁ Ø k ɔ̃ v O k E ʁ,segmental,0,ʁØkɔ̃vOk
reconvoquer,pst.3pl,ʁ Ø k ɔ̃ v O k E ʁ,segmental,1,E
reconvoquer,pst.3pl,ʁ Ø k ɔ̃ v O k E ʁ,segmental,2,ʁ
reconvoquer,inf,ʁ Ø k ɔ̃ v O k E,segmental,0,ʁØkɔ̃vOk
reconvoquer,inf,ʁ Ø k ɔ̃ v O k E,segmental,1,E
reconvoquer,prs.ptcp,ʁ Ø k ɔ̃ v O k ɑ̃,segmental,0,ʁØkɔ̃vOk
reconvoquer,prs.ptcp,ʁ Ø k ɔ̃ v O k ɑ̃,segmental,3,ɑ̃
sonoriser,prs.1sg,s O n O ʁ i z,segmental,0,sOnOʁiz
sonoriser,prs.2sg,s O n O ʁ i z,segmental,0,sOnOʁiz
sonoriser,prs.3sg,s O n O ʁ i z,segmental,0,sOnOʁiz
sonoriser,prs.1pl,s O n O ʁ i z ɔ̃,segmental,0,sOnOʁiz
sonoriser,prs.1pl,s O n O ʁ i z ɔ̃,segmental,3,ɔ̃
sonoriser,prs.2pl,s O n O ʁ i z E,segmental,0,sOnOʁiz
sonoriser,prs.2pl,s O n O ʁ i z E,segmental,1,E
sonoriser,prs.3pl,s O n O ʁ i z,segmental,0,sOnOʁiz
sonoriser,fut.1sg,s O n O ʁ i z Ø ʁ E,segmental,0,sOnOʁiz
sonoriser,fut.1sg,s O n O ʁ i z Ø ʁ E,segmental,1,Ø
sonoriser,fut.1sg,s O n O ʁ i z Ø ʁ E,segmental,2,ʁ
sonoriser,fut.1sg,s O n O ʁ i z Ø ʁ E,segmental,3,E
sonoriser,fut.2sg,s O n O ʁ i z Ø ʁ a,segmental,0,sOnOʁiz
sonoriser,fut.2sg,s O n O ʁ i z Ø ʁ a,segmental,1,Ø
sonoriser,fut.2sg,s O n O ʁ i z Ø ʁ a,segmental,2,ʁ
sonoriser,fut.2sg,s O n O ʁ i z Ø ʁ a,segmental,3,a
sonoriser,fut.3sg,s O n O ʁ i z Ø ʁ a,segmental,0,sOnOʁiz
sonoriser,fut.3sg,s O n O ʁ i z Ø ʁ a,segmental,1,Ø
sonoriser,fut.3sg,s O n O ʁ i z Ø ʁ a,segmental,2,ʁ
sonoriser,fut.3sg,s O n O ʁ i z Ø ʁ a,segmental,3,a
sonoriser,fut.1pl,s O n O ʁ i z Ø ʁ ɔ̃,segmental,0,sOnOʁiz
sonoriser,fut.1pl,s O n O ʁ i z Ø ʁ ɔ̃,segmental,1,Ø
sonoriser,fut.1pl,s O n O ʁ i z Ø ʁ ɔ̃,segmental,2,ʁ
sonoriser,fut.1pl,s O n O ʁ i z Ø ʁ ɔ̃,segmental,3,ɔ̃
sonoriser,fut.2pl,s O n O ʁ i z Ø ʁ E,segmental,0,sOnOʁiz
sonoriser,fut.2pl,s O n O ʁ i z Ø ʁ E,segmental,1,Ø
sonoriser,fut.2pl,s O n O ʁ i z Ø ʁ E,segmental,2,ʁ
sonoriser,fut.2pl,s O n O ʁ i z Ø ʁ E,segmental,3,E
sonoriser,fut.3pl,s O n O ʁ i z Ø ʁ ɔ̃,segmental,0,sOnOʁiz
sonoriser,fut.3pl,s O n O ʁ i z Ø ʁ ɔ̃,segmental,1,Ø
sonoriser,fut.3pl,s O n O ʁ i z Ø ʁ ɔ̃,segmental,2,ʁ
sonoriser,fut.3pl,s O n O ʁ i z Ø ʁ ɔ̃,segmental,3,ɔ̃
sonoriser,pst.1sg,s O n O ʁ i z E,segmental,0,sOnOʁiz
sonoriser,pst.1sg,s O n O ʁ i z E,segmental,1,E
sonoriser,pst.2sg,s O n O ʁ i z a,segmental,0,sOnOʁiz
sonoriser,pst.2sg,s O n O ʁ i z a,segmental,1,a
sonoriser,pst.3sg,s O n O ʁ i z a,segmental,0,sOnOʁiz
sonoriser,pst.3sg,s O n O ʁ i z a,segmental,1,a
sonoriser,pst.1pl,s O n O ʁ i z a m,segmental,0,sOnOʁiz
sonoriser,pst.1pl,s O n O ʁ i z a m,segmental,1,a
sonoriser,pst.1pl,s O n O ʁ i z a m,segmental,3,m
sonoriser,pst.2pl,s O n O ʁ i z a t,segmental,0,sOnOʁiz
sonoriser,pst.2pl,s O n O ʁ i z a t,segmental,1,a
sonoriser,pst.2pl,s O n O ʁ i z a t,segmental,3,t
sonoriser,pst.3pl,s O n O ʁ i z E ʁ,segmental,0,sOnOʁiz
sonoriser,pst.3pl,s O n O ʁ i z E ʁ,segmental,1,E
sonoriser,pst.3pl,s O n O ʁ i z E ʁ,segmental,2,ʁ
sonoriser,inf,s O n O ʁ i z E,segmental,0,sOnOʁiz
sonoriser,inf,s O n O ʁ i z E,segmental,1,E
sonoriser,prs.ptcp,s O n O ʁ i z ɑ̃,segmental,0,sOnOʁiz
sonoriser,prs.ptcp,s O n O ʁ i z ɑ̃,segmental,3,ɑ̃
sortir,prs.1sg,s O ʁ,segmental,0,sOʁ
sortir,prs.2sg,s O ʁ,segmental,0,sOʁ
sortir,prs.3sg,s O ʁ,segmental,0,sOʁ
sortir,prs.1pl,s O ʁ t ɔ̃,segmental,0,sOʁ
sortir,prs.1pl,s O ʁ t ɔ̃,segmental,1,t
sortir,prs.1pl,s O ʁ t ɔ̃,segmental,4,ɔ̃
sortir,prs.2pl,s O ʁ t E,segmental,0,sOʁ
sortir,prs.2pl,s O ʁ t E,segmental,1,t
sortir,prs.2pl,s O ʁ t E,segmental,4,E
sortir,prs.3pl,s O ʁ t,segmental,0,sOʁ
sortir,prs.3pl,s O ʁ t,segmental,1,t
sortir,fut.1sg,s O ʁ t i ʁ E,segmental,0,sOʁ
sortir,fut.1sg,s O ʁ t i ʁ E,segmental,1,t
sortir,fut.1sg,s O ʁ t i ʁ E,segmental,2,i
sortir,fut.1sg,s O ʁ t i ʁ E,segmental,3,ʁ
sortir,fut.1sg,s O ʁ t i ʁ E,segmental,4,E
sortir,fut.2sg,s O ʁ t i ʁ a,segmental,0,sOʁ
sortir,fut.2sg,s O ʁ t i ʁ a,segmental,1,t
sortir,fut.2sg,s O ʁ t i ʁ a,segmental,2,i
sortir,fut.2sg,s O ʁ t i ʁ a,segmental,3,ʁ
sortir,fut.2sg,s O ʁ t i ʁ a,segmental,4,a
sortir,fut.3sg,s O ʁ t i ʁ a,segmental,0,sOʁ
sortir,fut.3sg,s O ʁ t i ʁ a,segmental,1,t
sortir,fut.3sg,s O ʁ t i ʁ a,segmental,2,i
sortir,fut.3sg,s O ʁ t i ʁ a,segmental,3,ʁ
sortir,fut.3sg,s O ʁ t i ʁ a,segmental,4,a
sortir,fut.1pl,s O ʁ t i ʁ ɔ̃,segmental,0,sOʁ
sortir,fut.1pl,s O ʁ t i ʁ ɔ̃,segmental,1,t
sortir,fut.1pl,s O ʁ t i ʁ ɔ̃,segmental,2,i
sortir,fut.1pl,s O ʁ t i ʁ ɔ̃,segmental,3,ʁ
sortir,fut.1pl,s O ʁ t i ʁ ɔ̃,segmental,4,ɔ̃
sortir,fut.2pl,s O ʁ t i ʁ E,segmental,0,sOʁ
sortir,fut.2pl,s O ʁ t i ʁ E,segmental,1,t
sortir,fut.2pl,s O ʁ t i ʁ E,segmental,2,i
sortir,fut.2pl,s O ʁ t i ʁ E,segmental,3,ʁ
sortir,fut.2pl,s O ʁ t i ʁ E,segmental,4,E
sortir,fut.3pl,s O ʁ t i ʁ ɔ̃,segmental,0,sOʁ
sortir,fut.3pl,s O ʁ t i ʁ ɔ̃,segmental,1,t
sortir,fut.3pl,s O ʁ t i ʁ ɔ̃,segmental,2,i
sortir,fut.3pl,s O ʁ t i ʁ ɔ̃,segmental,3,ʁ
sortir,fut.3pl,s O ʁ t i ʁ ɔ̃,segmental,4,ɔ̃
sortir,pst.1sg,s O ʁ t i,segmental,0,sOʁ
sortir,pst.1sg,s O ʁ t i,segmental,1,t
sortir,pst.1sg,s O ʁ t i,segmental,2,i
sortir,pst.2sg,s O ʁ t i,segmental,0,sOʁ
sortir,pst.2sg,s O ʁ t i,segmental,1,t
sortir,pst.2sg,s O ʁ t i,segmental,2,i
sortir,pst.3sg,s O ʁ t i,segmental,0,sOʁ
sortir,pst.3sg,s O ʁ t i,segmental,1,t
sortir,pst.3sg,s O ʁ t i,segmental,2,i
sortir,pst.1pl,s O ʁ t i m,segmental,0,sOʁ
sortir,pst.1pl,s O ʁ t i m,segmental,1,t
sortir,pst.1pl,s O ʁ t i m,segmental,2,i
sortir,pst.1pl,s O ʁ t i m,segmental,4,m
sortir,pst.2pl,s O ʁ t i t,segmental,0,sOʁ
sortir,pst.2pl,s O ʁ t i t,segmental,1,t
sortir,pst.2pl,s O ʁ t i t,segmental,2,i
sortir,pst.2pl,s O ʁ t i t,segmental,4,t
sortir,pst.3pl,s O ʁ t i ʁ,segmental,0,sOʁ
sortir,pst.3pl,s O ʁ t i ʁ,segmental,1,t
sortir,pst.3pl,s O ʁ t i ʁ,segmental,2,i
sortir,pst.3pl,s O ʁ t i ʁ,segmental,3,ʁ
sortir,inf,s O ʁ t i ʁ,segmental,0,sOʁ
sortir,inf,s O ʁ t i ʁ,segmental,1,t
sortir,inf,s O ʁ t i ʁ,segmental,2,i
sortir,inf,s O ʁ t i ʁ,segmental,3,ʁ
sortir,prs.ptcp,s O ʁ t ɑ̃,segmental,0,sOʁ
sortir,prs.ptcp,s O ʁ t ɑ̃,segmental,1,t
sortir,prs.ptcp,s O ʁ t ɑ̃,segmental,4,ɑ̃
squeezer,prs.1sg,s k w i z,segmental,0,skwiz
squeezer,prs.2sg,s k w i z,segmental,0,skwiz
squeezer,prs.3sg,s k w i z,segmental,0,skwiz
squeezer,prs.1pl,s k w i z ɔ̃,segmental,0,skwiz
squeezer,prs.1pl,s k w i z ɔ̃,segmental,4,ɔ̃
squeezer,prs.2pl,s k w i z E,segmental,0,skwiz
squeezer,prs.2pl,s k w i z E,segmental,1,E
squeezer,prs.3pl,s k w i z,segmental,0,skwiz
squeezer,fut.1sg,s k w i z Ø ʁ E,segmental,0,skwiz
squeezer,fut.1sg,s k w i z Ø ʁ E,segmental,1,Ø
squeezer,fut.1sg,s k w i z Ø ʁ E,segmental,2,ʁ
squeezer,fut.1sg,s k w i z Ø ʁ E,segmental,4,E
squeezer,fut.2sg,s k w i z Ø ʁ a,segmental,0,skwiz
squeezer,fut.2sg,s k w i z Ø ʁ a,segmental,1,Ø
squeezer,fut.2sg,s k w i z Ø ʁ a,segmental,2,ʁ
squeezer,fut.2sg,s k w i z Ø ʁ a,segmental,3,a
squeezer,fut.3sg,s k w i z Ø ʁ a,segmental,0,skwiz
squeezer,fut.3sg,s k w i z Ø ʁ a,segmental,1,Ø
squeezer,fut.3sg,s k w i z Ø ʁ a,segmental,2,ʁ
squeezer,fut.3sg,s k w i z Ø ʁ a,segmental,3,a
squeezer,fut.1pl,s k w i z Ø ʁ ɔ̃,segmental,0,skwiz
squeezer,fut.1pl,s k w i z Ø ʁ ɔ̃,segmental,1,Ø
squeezer,fut.1pl,s k w i z Ø ʁ ɔ̃,segmental,2,ʁ
squeezer,fut.1pl,s k w i z Ø ʁ ɔ̃,segmental,4,ɔ̃
squeezer,fut.2pl,s k w i z Ø ʁ E,segmental,0,skwiz
squeezer,fut.2pl,s k w i z Ø ʁ E,segmental,1,Ø
squeezer,fut.2pl,s k w i z Ø ʁ E,segmental,2,ʁ
squeezer,fut.2pl,s k w i z Ø ʁ E,segmental,4,E
squeezer,fut.3pl,s k w i z Ø ʁ ɔ̃,segmental,0,skwiz
squeezer,fut.3pl,s k w i z Ø ʁ ɔ̃,segmental,1,Ø
squeezer,fut.3pl,s k w i z Ø ʁ ɔ̃,segmental,2,ʁ
squeezer,fut.3pl,s k w i z Ø ʁ ɔ̃,segmental,4,ɔ̃
squeezer,pst.1sg,s k w i z E,segmental,0,skwiz
squeezer,pst.1sg,s k w i z E,segmental,1,E
squeezer,pst.2sg,s k w i z a,segmental,0,skwiz
squeezer,pst.2sg,s k w i z a,segmental,3,a
squeezer,pst.3sg,s k w i z a,segmental,0,skwiz
squeezer,pst.3sg,s k w i z a,segmental,3,a
squeezer,pst.1pl,s k w i z a m,segmental,0,skwiz
squeezer,pst.1pl,s k w i z a m,segmental,3,a
squeezer,pst.1pl,s k w i z a m,segmental,4,m
squeezer,pst.2pl,s k w i z a t,segmental,0,skwiz
squeezer,pst.2pl,s k w i z a t,segmental,3,a
squeezer,pst.2pl,s k w i z a t,segmental,4,t
squeezer,pst.3pl,s k w i z E ʁ,segmental,0,skwiz
squeezer,pst.3pl,s k w i z E ʁ,segmental,1,E
squeezer,pst.3pl,s k w i z E ʁ,segmental,2,ʁ
squeezer,inf,s k w i z E,segmental,0,skwiz
squeezer,inf,s k w i z E,segmental,1,E
squeezer,prs.ptcp,s k w i z ɑ̃,segmental,0,skwiz
squeezer,prs.ptcp,s k w i z ɑ̃,segmental,4,ɑ̃
touer,prs.1sg,t u,segmental,0,t
touer,prs.1sg,t u,segmental,1,u
touer,prs.2sg,t u,segmental,0,t
touer,prs.2sg,t u,segmental,1,u
touer,prs.3sg,t u,segmental,0,t
touer,prs.3sg,t u,segmental,1,u
touer,prs.1pl,t w ɔ̃,segmental,0,t
touer,prs.1pl,t w ɔ̃,segmental,2,w
touer,prs.1pl,t w ɔ̃,segmental,4,ɔ̃
touer,prs.2pl,t w E,segmental,0,t
touer,prs.2pl,t w E,segmental,2,w
touer,prs.2pl,t w E,segmental,3,E
touer,prs.3pl,t u,segmental,0,t
touer,prs.3pl,t u,segmental,1,u
touer,fut.1sg,t u ʁ E,segmental,0,t
touer,fut.1sg,t u ʁ E,segmental,1,u
touer,fut.1sg,t u ʁ E,segmental,2,ʁ
touer,fut.1sg,t u ʁ E,segmental,3,E
touer,fut.2sg,t u ʁ a,segmental,0,t
touer,fut.2sg,t u ʁ a,segmental,1,u
touer,fut.2sg,t u ʁ a,segmental,2,ʁ
